category,sub_category,packaging_material,strength,biodegradability_score,co2_emission_score,recyclability_percent,weight_capacity_kg
Snack Foods,Crackers,Potato Starch Film,low,99,10,0,39.42
Snack Foods,Crackers,PLA,low,89,33,59,56.89
Snack Foods,Crackers,Banana Leaf Wrap,low,100,0,0,61.21
Snack Foods,Crackers,Algae-based Film,low,100,6,1,40.32
Snack Foods,Crackers,Seaweed Packaging,low,97,5,2,64.52
Snack Foods,Crackers,Glassine Paper,low,94,37,94,20.54
Snack Foods,Crackers,Cellulose Film,low,100,22,0,71.68
Snack Foods,Granola Bars,TPS (Starch-based),low,98,73,7,24.75
Snack Foods,Granola Bars,Coated Barrier Paper,medium,77,86,74,6.62
Snack Foods,Granola Bars,PBAT,medium,90,55,14,19.56
Snack Foods,Granola Bars,PP,medium,11,78,48,6.17
Snack Foods,Granola Bars,Potato Starch Film,low,100,11,0,5.8
Snack Foods,Granola Bars,PLA,low,87,33,61,36.1
Snack Foods,Granola Bars,Banana Leaf Wrap,low,100,1,0,42.89
Snack Foods,Granola Bars,Algae-based Film,low,98,4,1,20.1
Snack Foods,Granola Bars,Seaweed Packaging,low,100,4,0,63.81
Snack Foods,Granola Bars,Glassine Paper,low,94,37,96,62.79
Snack Foods,Granola Bars,Cellulose Film,low,97,26,0,8.03
Snack Foods,Beef Jerky,TPS (Starch-based),low,97,77,10,11.98
Snack Foods,Beef Jerky,Coated Barrier Paper,medium,79,86,73,34.96
Snack Foods,Beef Jerky,PBAT,medium,93,55,10,9.75
Snack Foods,Beef Jerky,PP,medium,9,81,52,68.16
Snack Foods,Beef Jerky,Potato Starch Film,low,98,10,0,62.43
Snack Foods,Beef Jerky,PLA,low,91,35,63,14.57
Snack Foods,Beef Jerky,Banana Leaf Wrap,low,100,4,0,73.59
Snack Foods,Beef Jerky,Algae-based Film,low,97,8,0,47.59
Snack Foods,Beef Jerky,Seaweed Packaging,low,100,4,2,21.32
Snack Foods,Beef Jerky,Glassine Paper,low,98,38,92,72.23
Snack Foods,Beef Jerky,Cellulose Film,low,100,25,0,13.54
Snack Foods,Dried Fruit,TPS (Starch-based),low,99,76,12,70.3
Snack Foods,Dried Fruit,Coated Barrier Paper,medium,80,83,75,22.64
Snack Foods,Dried Fruit,PBAT,medium,87,52,14,53.17
Snack Foods,Dried Fruit,PP,medium,12,77,52,46.61
Snack Foods,Dried Fruit,Potato Starch Film,low,99,8,0,74.26
Snack Foods,Dried Fruit,PLA,low,93,36,60,56.25
Snack Foods,Dried Fruit,Banana Leaf Wrap,low,99,2,1,28.83
Snack Foods,Dried Fruit,Algae-based Film,low,100,4,0,24.34
Snack Foods,Dried Fruit,Seaweed Packaging,low,100,4,0,51.28
Snack Foods,Dried Fruit,Glassine Paper,low,93,38,97,35.19
Snack Foods,Dried Fruit,Cellulose Film,low,100,22,0,33.91
Snack Foods,Rice Cakes,TPS (Starch-based),low,100,78,13,61.96
Snack Foods,Rice Cakes,Coated Barrier Paper,medium,79,85,73,57.98
Snack Foods,Rice Cakes,PBAT,medium,90,54,11,20.57
Snack Foods,Rice Cakes,PP,medium,7,82,50,2.44
Snack Foods,Rice Cakes,Potato Starch Film,low,100,11,3,31.54
Snack Foods,Rice Cakes,PLA,low,89,35,62,57.03
Snack Foods,Rice Cakes,Banana Leaf Wrap,low,100,1,0,30.76
Snack Foods,Rice Cakes,Algae-based Film,low,100,7,3,55.96
Snack Foods,Rice Cakes,Seaweed Packaging,low,99,2,0,53.65
Snack Foods,Rice Cakes,Glassine Paper,low,93,43,95,35.54
Snack Foods,Rice Cakes,Cellulose Film,low,100,27,0,65.16
Snack Foods,Tortilla Chips,TPS (Starch-based),low,99,78,9,63.37
Snack Foods,Tortilla Chips,Coated Barrier Paper,medium,80,88,74,59.78
Snack Foods,Tortilla Chips,PBAT,medium,90,53,12,72.57
Snack Foods,Tortilla Chips,PP,medium,10,82,53,36.17
Snack Foods,Tortilla Chips,Potato Starch Film,low,100,13,0,45.59
Snack Foods,Tortilla Chips,PLA,low,90,35,57,15.12
Snack Foods,Tortilla Chips,Banana Leaf Wrap,low,97,2,3,48.9
Snack Foods,Tortilla Chips,Algae-based Film,low,100,6,0,59.84
Snack Foods,Tortilla Chips,Seaweed Packaging,low,99,6,0,0.97
Snack Foods,Tortilla Chips,Glassine Paper,low,93,42,93,36.05
Snack Foods,Tortilla Chips,Cellulose Film,low,100,27,0,52.15
Dairy & Alt,Milk,Stainless Steel (304),high,0,90,100,68.1
Dairy & Alt,Milk,Casein (Milk Protein) Film,low,99,37,0,7.96
Dairy & Alt,Milk,Glass,high,0,25,92,42.86
Dairy & Alt,Milk,Recycled HDPE (rHDPE),high,8,47,94,15.86
Dairy & Alt,Milk,HDPE,high,7,78,83,24.55
Dairy & Alt,Milk,Bio-PE(Green Plastic),high,0,85,89,66.2
Dairy & Alt,Milk,Paper / Cardboard,medium,92,79,66,5.99
Dairy & Alt,Milk,Ceramic (Glazed),high,2,73,0,73.31
Dairy & Alt,Milk,Silicone (Food Grade),high,0,67,0,60.06
Dairy & Alt,Yogurt,Stainless Steel (304),high,0,88,100,50.31
Dairy & Alt,Yogurt,Casein (Milk Protein) Film,low,99,36,0,67.23
Dairy & Alt,Yogurt,Glass,high,0,27,92,3.99
Dairy & Alt,Yogurt,Recycled HDPE (rHDPE),high,2,43,92,65.34
Dairy & Alt,Yogurt,HDPE,high,8,80,87,58.78
Dairy & Alt,Yogurt,Bio-PE(Green Plastic),high,5,87,95,6.1
Dairy & Alt,Yogurt,Paper / Cardboard,medium,90,82,67,61.32
Dairy & Alt,Yogurt,Ceramic (Glazed),high,0,73,0,3.15
Dairy & Alt,Yogurt,Silicone (Food Grade),high,0,63,2,6.21
Dairy & Alt,Butter,Stainless Steel (304),high,2,90,100,48.81
Dairy & Alt,Butter,Casein (Milk Protein) Film,low,97,36,0,16.52
Dairy & Alt,Butter,Glass,high,3,27,95,55.85
Dairy & Alt,Butter,Recycled HDPE (rHDPE),high,6,48,93,49.44
Dairy & Alt,Butter,HDPE,high,9,80,83,1.66
Dairy & Alt,Butter,Bio-PE(Green Plastic),high,1,90,93,74.73
Dairy & Alt,Butter,Paper / Cardboard,medium,87,81,64,6.21
Dairy & Alt,Butter,Ceramic (Glazed),high,0,69,1,5.51
Dairy & Alt,Butter,Silicone (Food Grade),high,3,68,0,63.05
Dairy & Alt,Cheese,Stainless Steel (304),high,0,92,99,54.56
Dairy & Alt,Cheese,Casein (Milk Protein) Film,low,100,35,1,26.01
Dairy & Alt,Cheese,Glass,high,0,27,95,37.91
Dairy & Alt,Cheese,Recycled HDPE (rHDPE),high,3,42,91,43.44
Dairy & Alt,Cheese,HDPE,high,10,78,86,29.72
Dairy & Alt,Cheese,Bio-PE(Green Plastic),high,2,86,95,67.56
Dairy & Alt,Cheese,Paper / Cardboard,medium,92,85,63,74.41
Dairy & Alt,Cheese,Ceramic (Glazed),high,0,72,1,15.88
Dairy & Alt,Cheese,Silicone (Food Grade),high,1,63,1,55.01
Dairy & Alt,Cream,Stainless Steel (304),high,0,88,98,68.19
Dairy & Alt,Cream,Casein (Milk Protein) Film,low,100,33,0,28.03
Dairy & Alt,Cream,Glass,high,0,28,96,64.09
Dairy & Alt,Cream,Recycled HDPE (rHDPE),high,6,42,94,7.39
Dairy & Alt,Cream,HDPE,high,11,83,87,38.66
Dairy & Alt,Cream,Bio-PE(Green Plastic),high,0,88,90,7.24
Dairy & Alt,Cream,Paper / Cardboard,medium,87,81,62,72.71
Dairy & Alt,Cream,Ceramic (Glazed),high,0,69,1,0.78
Dairy & Alt,Cream,Silicone (Food Grade),high,0,65,0,72.74
Dairy & Alt,Margarine,Stainless Steel (304),high,3,93,97,66.29
Dairy & Alt,Margarine,Casein (Milk Protein) Film,low,100,37,0,33.71
Dairy & Alt,Margarine,Glass,high,0,27,92,32.37
Dairy & Alt,Margarine,Recycled HDPE (rHDPE),high,5,44,92,53.04
Dairy & Alt,Margarine,HDPE,high,12,80,85,2.85
Dairy & Alt,Margarine,Bio-PE(Green Plastic),high,3,91,93,40.06
Dairy & Alt,Margarine,Paper / Cardboard,medium,87,79,65,33.53
Dairy & Alt,Margarine,Ceramic (Glazed),high,3,73,2,15.52
Dairy & Alt,Margarine,Silicone (Food Grade),high,1,65,0,74
Dairy & Alt,Oat Milk,Stainless Steel (304),high,0,93,99,70.25
Dairy & Alt,Oat Milk,Casein (Milk Protein) Film,low,100,32,3,16.93
Dairy & Alt,Oat Milk,Glass,high,1,26,94,23.78
Dairy & Alt,Oat Milk,Recycled HDPE (rHDPE),high,2,44,94,51.65
Dairy & Alt,Oat Milk,HDPE,high,10,81,83,72.39
Dairy & Alt,Oat Milk,Bio-PE(Green Plastic),high,1,90,90,24.3
Dairy & Alt,Oat Milk,Paper / Cardboard,medium,91,79,68,34.16
Dairy & Alt,Oat Milk,Ceramic (Glazed),high,3,69,0,25.76
Dairy & Alt,Oat Milk,Silicone (Food Grade),high,2,65,3,2.35
Dairy & Alt,Soy Milk,Stainless Steel (304),high,1,90,96,15.22
Dairy & Alt,Soy Milk,Casein (Milk Protein) Film,low,100,33,1,7.13
Dairy & Alt,Soy Milk,Glass,high,1,27,96,72.25
Dairy & Alt,Soy Milk,Recycled HDPE (rHDPE),high,8,43,89,62.87
Dairy & Alt,Soy Milk,HDPE,high,8,79,83,1.41
Dairy & Alt,Soy Milk,Bio-PE(Green Plastic),high,0,85,90,65.18
Dairy & Alt,Soy Milk,Paper / Cardboard,medium,87,82,64,69.83
Dairy & Alt,Soy Milk,Ceramic (Glazed),high,2,70,0,45.09
Dairy & Alt,Soy Milk,Silicone (Food Grade),high,3,67,1,50.06
Dairy & Alt,Cottage Cheese,Stainless Steel (304),high,0,88,100,49.37
Dairy & Alt,Cottage Cheese,Casein (Milk Protein) Film,low,98,37,3,73.29
Dairy & Alt,Cottage Cheese,Glass,high,0,22,96,58.7
Dairy & Alt,Cottage Cheese,Recycled HDPE (rHDPE),high,6,48,89,8.27
Dairy & Alt,Cottage Cheese,HDPE,high,8,81,87,24.59
Dairy & Alt,Cottage Cheese,Bio-PE(Green Plastic),high,4,87,94,67.61
Dairy & Alt,Cottage Cheese,Paper / Cardboard,medium,91,79,68,32.73
Dairy & Alt,Cottage Cheese,Ceramic (Glazed),high,0,67,2,40.88
Dairy & Alt,Cottage Cheese,Silicone (Food Grade),high,0,66,3,47.3
Dairy & Alt,Sour Cream,Stainless Steel (304),high,0,93,100,52.19
Dairy & Alt,Sour Cream,Casein (Milk Protein) Film,low,100,36,0,44.78
Dairy & Alt,Sour Cream,Glass,high,0,24,95,1.2
Dairy & Alt,Sour Cream,Recycled HDPE (rHDPE),high,4,44,94,48.23
Dairy & Alt,Sour Cream,HDPE,high,8,82,82,28.55
Dairy & Alt,Sour Cream,Bio-PE(Green Plastic),high,0,86,94,68.58
Dairy & Alt,Sour Cream,Paper / Cardboard,medium,91,80,62,28.58
Dairy & Alt,Sour Cream,Ceramic (Glazed),high,0,71,3,40.07
Dairy & Alt,Sour Cream,Silicone (Food Grade),high,3,64,3,60.99
Confectionery,Chocolate,Starch-PVA Blend,low,98,38,0,39.14
Confectionery,Chocolate,Recycled Aluminum,high,1,18,97,0.67
Confectionery,Chocolate,PBAT,medium,93,53,12,71.6
Confectionery,Chocolate,Banana Leaf Wrap,low,100,1,0,4.61
Confectionery,Chocolate,Wax-Laminated Paper,medium,86,41,12,14.67
Confectionery,Chocolate,Chitin Film,low,100,16,0,19.33
Confectionery,Chocolate,Glassine Paper,low,95,42,94,69.73
Confectionery,Chocolate,Aluminum,high,5,57,88,45.81
Confectionery,Chocolate,Kraft Paper,low,93,23,87,73.26
Confectionery,Chocolate,Waxed Paper (Soy-based),low,98,32,2,13.67
Confectionery,Chocolate,Cellulose Film,low,100,25,0,60
Confectionery,Candy,Starch-PVA Blend,low,100,41,3,8.11
Confectionery,Candy,Recycled Aluminum,high,0,16,96,68.84
Confectionery,Candy,PBAT,medium,90,52,14,60.47
Confectionery,Candy,Banana Leaf Wrap,low,97,2,1,47.52
Confectionery,Candy,Wax-Laminated Paper,medium,84,41,13,47.89
Confectionery,Candy,Chitin Film,low,100,17,0,17.18
Confectionery,Candy,Glassine Paper,low,92,43,93,13.19
Confectionery,Candy,Aluminum,high,2,59,88,67.51
Confectionery,Candy,Kraft Paper,low,92,23,89,58.56
Confectionery,Candy,Waxed Paper (Soy-based),low,98,34,0,31.84
Confectionery,Candy,Cellulose Film,low,98,22,0,57.52
Confectionery,Gummies,Starch-PVA Blend,low,98,35,3,44.04
Confectionery,Gummies,Recycled Aluminum,high,3,12,97,65.21
Confectionery,Gummies,PBAT,medium,87,55,13,7.27
Confectionery,Gummies,Banana Leaf Wrap,low,100,5,0,45.57
Confectionery,Gummies,Wax-Laminated Paper,medium,84,38,7,29.38
Confectionery,Gummies,Chitin Film,low,100,12,2,10.72
Confectionery,Gummies,Glassine Paper,low,94,43,96,50.72
Confectionery,Gummies,Aluminum,high,3,60,91,53.85
Confectionery,Gummies,Kraft Paper,low,92,24,93,25.65
Confectionery,Gummies,Waxed Paper (Soy-based),low,100,34,0,54.35
Confectionery,Gummies,Cellulose Film,low,98,28,1,6.05
Confectionery,Lollipops,Starch-PVA Blend,low,100,35,0,14.47
Confectionery,Lollipops,Recycled Aluminum,high,0,14,100,26.69
Confectionery,Lollipops,PBAT,medium,90,53,9,62.41
Confectionery,Lollipops,Banana Leaf Wrap,low,100,3,0,17.61
Confectionery,Lollipops,Wax-Laminated Paper,medium,86,42,8,51.04
Confectionery,Lollipops,Chitin Film,low,100,16,0,25.04
Confectionery,Lollipops,Glassine Paper,low,97,38,98,28.45
Confectionery,Lollipops,Aluminum,high,7,55,89,54.83
Confectionery,Lollipops,Kraft Paper,low,97,25,92,42.22
Confectionery,Lollipops,Waxed Paper (Soy-based),low,100,36,1,47.66
Confectionery,Lollipops,Cellulose Film,low,100,22,3,40.23
Confectionery,Toffee,Starch-PVA Blend,low,100,40,0,61.65
Confectionery,Toffee,Recycled Aluminum,high,0,12,98,73.59
Confectionery,Toffee,PBAT,medium,89,54,13,9.08
Confectionery,Toffee,Banana Leaf Wrap,low,99,4,1,55.31
Confectionery,Toffee,Wax-Laminated Paper,medium,85,37,7,50.4
Confectionery,Toffee,Chitin Film,low,100,17,2,6.78
Confectionery,Toffee,Glassine Paper,low,98,37,96,61.97
Confectionery,Toffee,Aluminum,high,7,58,88,4.83
Confectionery,Toffee,Kraft Paper,low,95,22,93,19.81
Confectionery,Toffee,Waxed Paper (Soy-based),low,98,32,1,26.04
Confectionery,Toffee,Cellulose Film,low,97,22,0,22.98
Confectionery,Mints,Starch-PVA Blend,low,100,40,3,70.68
Confectionery,Mints,Recycled Aluminum,high,0,18,100,68.96
Confectionery,Mints,PBAT,medium,89,55,14,42.54
Confectionery,Mints,Banana Leaf Wrap,low,100,0,0,69.8
Confectionery,Mints,Wax-Laminated Paper,medium,83,42,8,47.13
Confectionery,Mints,Chitin Film,low,100,13,2,54.13
Confectionery,Mints,Glassine Paper,low,94,43,95,61.42
Confectionery,Mints,Aluminum,high,8,59,89,13.1
Confectionery,Mints,Kraft Paper,low,93,24,88,71.8
Confectionery,Mints,Waxed Paper (Soy-based),low,98,33,0,43.18
Confectionery,Mints,Cellulose Film,low,100,27,0,69.21
Confectionery,Marshmallows,Starch-PVA Blend,low,100,35,2,67.38
Confectionery,Marshmallows,Recycled Aluminum,high,2,16,98,37.74
Confectionery,Marshmallows,PBAT,medium,87,54,9,50.01
Confectionery,Marshmallows,Banana Leaf Wrap,low,98,3,0,38.01
Confectionery,Marshmallows,Wax-Laminated Paper,medium,88,40,11,41.26
Confectionery,Marshmallows,Chitin Film,low,100,16,3,38.01
Confectionery,Marshmallows,Glassine Paper,low,93,41,95,63.87
Confectionery,Marshmallows,Aluminum,high,6,57,92,45.23
Confectionery,Marshmallows,Kraft Paper,low,98,24,93,4.7
Confectionery,Marshmallows,Waxed Paper (Soy-based),low,99,33,0,15.96
Confectionery,Marshmallows,Cellulose Film,low,100,24,0,4.43
Confectionery,Licorice,Starch-PVA Blend,low,100,35,3,18.01
Confectionery,Licorice,Recycled Aluminum,high,0,16,95,58.72
Confectionery,Licorice,PBAT,medium,92,51,15,51.94
Confectionery,Licorice,Banana Leaf Wrap,low,100,0,0,47.53
Confectionery,Licorice,Wax-Laminated Paper,medium,82,41,13,16.64
Confectionery,Licorice,Chitin Film,low,100,15,0,39.58
Confectionery,Licorice,Glassine Paper,low,98,38,98,59.43
Confectionery,Licorice,Aluminum,high,8,60,91,26.63
Confectionery,Licorice,Kraft Paper,low,94,25,92,62.08
Confectionery,Licorice,Waxed Paper (Soy-based),low,100,36,2,72.29
Confectionery,Licorice,Cellulose Film,low,100,23,2,36.15
Confectionery,Truffles,Starch-PVA Blend,low,100,40,3,43.7
Confectionery,Truffles,Recycled Aluminum,high,3,13,100,46.46
Confectionery,Truffles,PBAT,medium,91,53,10,18.17
Confectionery,Truffles,Banana Leaf Wrap,low,100,3,0,4.94
Confectionery,Truffles,Wax-Laminated Paper,medium,85,37,9,20.01
Confectionery,Truffles,Chitin Film,low,99,18,1,63.34
Confectionery,Truffles,Glassine Paper,low,98,41,93,9.63
Confectionery,Truffles,Aluminum,high,3,58,90,48.91
Confectionery,Truffles,Kraft Paper,low,94,22,91,29.65
Confectionery,Truffles,Waxed Paper (Soy-based),low,100,33,1,71.72
Confectionery,Truffles,Cellulose Film,low,97,22,0,49.44
Confectionery,Chewing Gum,Starch-PVA Blend,low,97,35,0,32.88
Confectionery,Chewing Gum,Recycled Aluminum,high,1,12,96,69.78
Confectionery,Chewing Gum,PBAT,medium,90,53,12,47.83
Confectionery,Chewing Gum,Banana Leaf Wrap,low,98,1,2,47.79
Confectionery,Chewing Gum,Wax-Laminated Paper,medium,88,37,10,33.85
Confectionery,Chewing Gum,Chitin Film,low,100,14,1,55.33
Confectionery,Chewing Gum,Glassine Paper,low,92,43,96,3.68
Confectionery,Chewing Gum,Aluminum,high,2,61,89,49.46
Confectionery,Chewing Gum,Kraft Paper,low,94,24,87,71.74
Confectionery,Chewing Gum,Waxed Paper (Soy-based),low,100,33,3,22.31
Confectionery,Chewing Gum,Cellulose Film,low,99,25,3,70.68
Canned Goods,Soup,Stainless Steel (304),high,0,90,97,13.14
Canned Goods,Soup,Glass,high,1,26,97,62.31
Canned Goods,Soup,Recycled Aluminum,high,0,17,100,6.25
Canned Goods,Soup,Chrome-Plated Steel,high,0,82,93,58.71
Canned Goods,Soup,Recycled Tin,medium,0,22,93,50.08
Canned Goods,Soup,Recycled Steel,high,0,17,95,46.16
Canned Goods,Soup,Aluminum,high,7,55,87,71.99
Canned Goods,Soup,Steel / Tinplate,high,8,47,95,72.64
Canned Goods,Beans,Stainless Steel (304),high,1,90,98,35.63
Canned Goods,Beans,Glass,high,0,27,96,43.72
Canned Goods,Beans,Recycled Aluminum,high,3,15,96,9.69
Canned Goods,Beans,Chrome-Plated Steel,high,3,82,88,16.92
Canned Goods,Beans,Recycled Tin,medium,0,24,97,33.01
Canned Goods,Beans,Recycled Steel,high,0,18,97,20.61
Canned Goods,Beans,Aluminum,high,5,59,90,14.89
Canned Goods,Beans,Steel / Tinplate,high,7,42,93,21.51
Canned Goods,Corn,Stainless Steel (304),high,2,93,100,63.5
Canned Goods,Corn,Glass,high,0,28,93,47.74
Canned Goods,Corn,Recycled Aluminum,high,2,16,100,63.17
Canned Goods,Corn,Chrome-Plated Steel,high,2,88,93,49.25
Canned Goods,Corn,Recycled Tin,medium,0,27,97,73.85
Canned Goods,Corn,Recycled Steel,high,2,20,96,54.62
Canned Goods,Corn,Aluminum,high,3,59,91,54.48
Canned Goods,Corn,Steel / Tinplate,high,4,43,95,36.68
Canned Goods,Peas,Stainless Steel (304),high,3,90,99,31.06
Canned Goods,Peas,Glass,high,1,26,92,38.18
Canned Goods,Peas,Recycled Aluminum,high,3,17,97,11.45
Canned Goods,Peas,Chrome-Plated Steel,high,2,88,90,47.76
Canned Goods,Peas,Recycled Tin,medium,1,28,93,41.9
Canned Goods,Peas,Recycled Steel,high,0,20,96,66.12
Canned Goods,Peas,Aluminum,high,5,57,88,49.35
Canned Goods,Peas,Steel / Tinplate,high,2,43,93,55.01
Canned Goods,Tuna,Stainless Steel (304),high,3,89,97,51.62
Canned Goods,Tuna,Glass,high,1,22,95,39.36
Canned Goods,Tuna,Recycled Aluminum,high,0,13,96,2.74
Canned Goods,Tuna,Chrome-Plated Steel,high,0,87,92,56.24
Canned Goods,Tuna,Recycled Tin,medium,1,22,95,24.59
Canned Goods,Tuna,Recycled Steel,high,0,23,98,35.33
Canned Goods,Tuna,Aluminum,high,4,59,88,27.69
Canned Goods,Tuna,Steel / Tinplate,high,6,45,92,58.55
Canned Goods,Sardines,Stainless Steel (304),high,2,89,96,29.43
Canned Goods,Sardines,Glass,high,1,27,98,0.34
Canned Goods,Sardines,Recycled Aluminum,high,2,17,98,13.68
Canned Goods,Sardines,Chrome-Plated Steel,high,1,85,87,44.16
Canned Goods,Sardines,Recycled Tin,medium,0,26,97,54.28
Canned Goods,Sardines,Recycled Steel,high,1,18,98,52.75
Canned Goods,Sardines,Aluminum,high,7,56,92,60.39
Canned Goods,Sardines,Steel / Tinplate,high,8,45,92,24.23
Canned Goods,Tomato Paste,Stainless Steel (304),high,3,92,97,4.49
Canned Goods,Tomato Paste,Glass,high,1,25,97,73.65
Canned Goods,Tomato Paste,Recycled Aluminum,high,1,18,98,38.84
Canned Goods,Tomato Paste,Chrome-Plated Steel,high,1,85,92,24.68
Canned Goods,Tomato Paste,Recycled Tin,medium,3,22,93,27.92
Canned Goods,Tomato Paste,Recycled Steel,high,0,19,95,55.2
Canned Goods,Tomato Paste,Aluminum,high,4,55,90,22.53
Canned Goods,Tomato Paste,Steel / Tinplate,high,2,42,94,47.75
Canned Goods,Peaches,Stainless Steel (304),high,3,89,100,30.8
Canned Goods,Peaches,Glass,high,2,25,94,55.52
Canned Goods,Peaches,Recycled Aluminum,high,0,16,95,42.46
Canned Goods,Peaches,Chrome-Plated Steel,high,0,83,89,2.06
Canned Goods,Peaches,Recycled Tin,medium,0,27,97,44.03
Canned Goods,Peaches,Recycled Steel,high,2,17,94,22.47
Canned Goods,Peaches,Aluminum,high,6,57,88,63.97
Canned Goods,Peaches,Steel / Tinplate,high,3,44,93,63.16
Canned Goods,Mushrooms,Stainless Steel (304),high,1,90,95,32.7
Canned Goods,Mushrooms,Glass,high,1,25,97,47.37
Canned Goods,Mushrooms,Recycled Aluminum,high,2,18,100,37.28
Canned Goods,Mushrooms,Chrome-Plated Steel,high,0,82,90,57.44
Canned Goods,Mushrooms,Recycled Tin,medium,2,27,95,9.94
Canned Goods,Mushrooms,Recycled Steel,high,0,23,95,49.31
Canned Goods,Mushrooms,Aluminum,high,5,59,92,21.28
Canned Goods,Mushrooms,Steel / Tinplate,high,3,47,94,19.7
Canned Goods,Broth,Stainless Steel (304),high,0,93,98,59.06
Canned Goods,Broth,Glass,high,0,27,98,33.79
Canned Goods,Broth,Recycled Aluminum,high,1,17,98,11.81
Canned Goods,Broth,Chrome-Plated Steel,high,0,84,90,46.52
Canned Goods,Broth,Recycled Tin,medium,0,22,96,39.98
Canned Goods,Broth,Recycled Steel,high,0,19,98,6.57
Canned Goods,Broth,Aluminum,high,8,56,89,72.26
Canned Goods,Broth,Steel / Tinplate,high,8,48,93,4.01
Bev (Non-Alc),Juice,Borosilicate Glass,high,0,47,82,37.14
Bev (Non-Alc),Juice,Stainless Steel (304),high,1,88,99,49.1
Bev (Non-Alc),Juice,Glass,high,0,26,92,34.85
Bev (Non-Alc),Juice,Recycled Aluminum,high,0,16,98,26.28
Bev (Non-Alc),Juice,PEF (Bio-PET alternative),high,7,37,78,54.03
Bev (Non-Alc),Juice,Recycled PET (rPET),medium,13,48,87,63.81
Bev (Non-Alc),Juice,Lightweight Cans (Alu),medium,3,37,95,73.54
Bev (Non-Alc),Juice,Paper / Cardboard,medium,91,80,65,54.24
Bev (Non-Alc),Juice,PET,medium,12,88,77,41.21
Bev (Non-Alc),Soda,Borosilicate Glass,high,0,47,87,34.43
Bev (Non-Alc),Soda,Stainless Steel (304),high,0,88,99,10.66
Bev (Non-Alc),Soda,Glass,high,2,22,93,7.41
Bev (Non-Alc),Soda,Recycled Aluminum,high,0,16,100,40.95
Bev (Non-Alc),Soda,PEF (Bio-PET alternative),high,13,42,80,26.76
Bev (Non-Alc),Soda,Recycled PET (rPET),medium,9,49,93,37.34
Bev (Non-Alc),Soda,Lightweight Cans (Alu),medium,3,41,98,40.91
Bev (Non-Alc),Soda,Paper / Cardboard,medium,90,84,65,39
Bev (Non-Alc),Soda,PET,medium,16,88,77,12.21
Bev (Non-Alc),Water,Borosilicate Glass,high,2,44,86,33.9
Bev (Non-Alc),Water,Stainless Steel (304),high,0,90,96,41.89
Bev (Non-Alc),Water,Glass,high,0,22,97,25.84
Bev (Non-Alc),Water,Recycled Aluminum,high,0,12,96,37.39
Bev (Non-Alc),Water,PEF (Bio-PET alternative),high,12,43,80,33.93
Bev (Non-Alc),Water,Recycled PET (rPET),medium,9,48,89,58.19
Bev (Non-Alc),Water,Lightweight Cans (Alu),medium,0,39,98,39.3
Bev (Non-Alc),Water,Paper / Cardboard,medium,90,82,62,43.36
Bev (Non-Alc),Water,PET,medium,16,88,72,29.76
Bev (Non-Alc),Iced Tea,Borosilicate Glass,high,2,43,83,33.63
Bev (Non-Alc),Iced Tea,Stainless Steel (304),high,2,90,96,23.83
Bev (Non-Alc),Iced Tea,Glass,high,0,26,94,67.3
Bev (Non-Alc),Iced Tea,Recycled Aluminum,high,0,17,95,44.9
Bev (Non-Alc),Iced Tea,PEF (Bio-PET alternative),high,13,41,80,61.55
Bev (Non-Alc),Iced Tea,Recycled PET (rPET),medium,11,50,92,46.19
